Timestamp,Please select your country:,What region do you work in?,What city do you work in?,Are you a chartered engineer?,What province do you work in?,What city do you work in?,Select your highest level of professional attainment?,What state do you live in?,What is your highest level of professional attainment?,What state do you work in?,What city do you work in?,Select your highest level of professional attainment?,What is the maximum contribution offered by your employer as a percentage of your salary for an ESOP?,What is the maximum contribution offered by your employer as a percentage of your salary for a 401k?,Select your highest level of education attainment,Company Name (Optional),Company Head Count,What is your job title?,Which best describes your participation in the Civil Engineering industry?,Which sub discipline do you work in?,Do you work in the Public or Private sector?,How many years of post-graduate experience do you have in Civil Engineering?,What is your current annual salary?,What is your current billing rate?,What is your utilization percentage?,If you received a sign-on bonus how much was it?,How much did you earn in discretionary bonuses?,If you are a compensated with commission how much was your commission?,Is health insurance available?,How many days of paid time off do you receive per  year? (Sick time + Vacation Time),How many days per week do/can you work from home?,How many hours per week do you work on average?,How are you compensated for overtime?,Are you actively looking to change jobs?,Does your employer offer any student loan reimbursement?,Do you have a company vehicle?,"What is your overall job satisfaction considering your pay, work-life balance, benefits, community standing, and all other factors?","What salary would it take for you to change employers for a similar role, assuming the benefits are the same?",If there is any additional relevant information about your job you feel someone who looks at your responses needs to know please provide it below.,Please select your gender,"How many hours of paternity leave does your company offer, if any?","How many hours of maternity leave does your company offer, if any?"
8/2/2024 19:50:21,United States of America,,,,,,,,,New York,New York,None,0,3,Bachelors Degree,,161,Engineer II,Full Time,Transportation,Private,3,95000,N/A,N/A,,1000,0,Yes but I still pay a premium,21,3,40,Straight time (1.0x),No,Yes,No,8,150000,,Male,400,
8/4/2024 10:02:03,United States of America,,,,,,,,,Indiana,Indianapolis,PE,0,0,Masters Degree,,3,Principal,Full Time,Structural,Private,14,160000,N/A,N/A,,0,0,No,5,5,60,Varies by project,No,No,Yes,6,250000,,Male,0,
8/4/2024 14:32:15,Canada,,,,Ontario,Toronto,EIT,,,,,,,,Bachelors Degree,,300,Structural Designer,Full Time,Structural,Private,3,75000,108,90,5000,7500,0,Yes and fully covered,21,2,37.5,Not compensated (Exempt),No,Yes,No,10,90000,,Male,480,
8/4/2024 21:13:15,United States of America,,,,,,,,,Texas,Remote,EIT,3,6,Bachelors Degree,McFarland johnson,250,Water resources engineer,Full Time,Water Resources,Private,4,85000,36.66,N/A,,5700,0,Yes but I still pay a premium,21,5,40,Time and a half (1.5x),No,No,No,8,100000,Great culture,Female,,240
8/5/2024 15:35:19,United States of America,,,,,,,,,Illinois,Champaign,PE,9.5,6,Masters Degree,,2000,Senior Civil Engineer,Full Time,Geotechnical,Private,9,98000,N/A,95,,5900,0,Yes but I still pay a premium,20,2,55,Not compensated (Exempt),Yes,No,No,5,130000,,Male,0,
8/5/2024 16:50:25,United States of America,,,,,,,,,California,San Francisco,EIT,91000,12,Bachelors Degree,,10000,Structural Engineer,Full Time,Structural,Private,2,91000,41,100,,0,0,Yes but I still pay a premium,48,3,40,Straight time (1.0x),No,No,No,7,120000,,Male,48,
8/5/2024 20:58:26,United States of America,,,,,,,,,Minnesota,Minneapolis ,PE,0,3,Bachelors Degree,,150,Project Engineer II,Full Time,Transportation,Private,5,109000,161,95,,500,0,Yes but I still pay a premium,17,2,44,Time and a half (1.5x),Yes,No,No,7,120000,,Male,0,
8/6/2024 10:30:07,United States of America,,,,,,,,,Texas,Austin,PE,5,5,Bachelors Degree,Pape Dawson,2000ish,Senior Project Engineer,Full Time,Transportation,Private,6,105000,N/A,N/A,0,15000,0,Yes but I still pay a premium,25,2,45,Straight time (1.0x),No,No,No,8,115000,,Male,40,
8/6/2024 15:21:42,United States of America,,,,,,,,,Colorado,Denver,EIT,0,4.5,Bachelors Degree,,5,Project Engineer,Full Time,Water Resources,Private,1,75000,123,90,1500,0,0,Yes and fully covered,13.5,5,40,Straight time (1.0x),No,No,Yes,9,85000,I have more than average support from employer to participate and be involved in professional organizations and to travel for classes and professional development.,Male,0,
8/6/2024 18:44:23,United States of America,,,,,,,,,Pennsylvania,Pittsburgh,EIT,0,4,Masters Degree,,1100,Engineeer 2,Full Time,Water Resources,Private,3,69825,N/A,N/A,,5000,0,Yes and fully covered,20,1,40,Not compensated (Exempt),Yes,No,No,8,90000,,Male,240,
8/6/2024 19:58:15,United States of America,,,,,,,,,Ohio,Columbus,PE,22,0,Bachelors Degree,,150,Assistant City Engineer,Full Time,Government/Municipal,Public,8,104000,N/A,N/A,,1000,0,Yes but I still pay a premium,25,2,35-40,Not compensated (Exempt),No,No,No,9,"$130,000",I work for a suburb of Columbus. My payscale runs from $86k to $118k on the top end. ,Male,160,
8/7/2024 0:02:38,United States of America,,,,,,,,,Washington,Seattle,None,0,6,Bachelors Degree,,11000,Senior solid waste engineer,Full Time,Environmental,Private,10,121000,280,75,0,0,0,Yes but I still pay a premium,20,5,40,Not compensated (Exempt),Yes,No,No,7,130000,,Female,,6 weeks
8/7/2024 13:13:29,United States of America,,,,,,,,,Virginia,Richmond,PE,1.8,3,Bachelors Degree,,66500,Structural Engineer,Full Time,Bridges,Public,0,112953,N/A,95,0,0,0,Yes but I still pay a premium,16,2,40,Straight time (1.0x),No,Yes,No,8,130000,,Male,120,
8/7/2024 14:43:26,United States of America,,,,,,,,,New York,NYC,PE,1,4,Bachelors Degree,Stantec,30000,Civil Engineer,Full Time,Government/Municipal,Private,6,103000,Client-dependent ,91,,0,0,Yes but I still pay a premium,30,3,41,Straight time (1.0x),No,No,No,7,130000,,Male,Not sure,
8/8/2024 13:49:30,United States of America,,,,,,,,,Colorado,Denver,EIT,6,3,Bachelors Degree,Black & Veatch,"10,000",Engineer 2,Full Time,Water Resources,Private,2.5,87000,N/A,93.00%,,0,0,Yes but I still pay a premium,120 hours ,2,40,Straight time (1.0x),Yes,No,No,6,95000,,Male,120,
8/8/2024 19:44:49,United States of America,,,,,,,,,California,Irvine,PE,10,4,Bachelors Degree,,400,Prinicipal,Full Time,Land Development,Private,13,230000,350,70,30000,40000,0,Yes and fully covered,30,3,45,Not compensated (Exempt),No,No,No,9,300000,,Male,120,
8/8/2024 20:04:30,United States of America,,,,,,,,,California,San Diego,PE,10,2,Bachelors Degree,,"100,000+",Senior Project Engineer,Full Time,Transportation,Private,8,148000,N/A,N/A,,3000,0,Yes but I still pay a premium,20,3,45,Straight time (1.0x),No,Yes,No,9,170000,,Male,idk,
8/8/2024 20:05:26,United States of America,,,,,,,,,California,Los Angeles ,PE,0,5,Bachelors Degree,Federal Government ,Thousands ,Civil Engineer ,Full Time,Government/Municipal,Public,10,142000,N/A,N/A,,4000,0,Yes but I still pay a premium,40ish ,5,40,Not compensated (Exempt),No,Yes,No,10,250k,They pay $20k towards childcare ,Female,,480
8/8/2024 20:19:13,United States of America,,,,,,,,,California,Los Angeles,PE,1,4,Masters Degree,,28000,Senior Associate,Full Time,Structural,Private,10,150000,N/A,N/A,,0,0,Yes but I still pay a premium,26,5,60,Not compensated (Exempt),No,No,No,5,175000,,Male,0,
8/8/2024 20:28:51,United States of America,,,,,,,,,Tennessee,Nashville,EIT,0,10,Bachelors Degree,,60,Engineer III,Full Time,Land Development,Private,4,86000,145,90,,750,0,Yes but I still pay a premium,17,3,40,Not compensated (Exempt),No,Yes,No,8,"106,000",,Male,?,
8/9/2024 10:11:24,United States of America,,,,,,,,,Vermont,Burlington,PE,0,3,Bachelors Degree,,30,Engineer 3,Full Time,Land Development,Private,6,88000,145,82,2000,2000,0,Yes and fully covered,5 weeks,1,40,Not compensated (Exempt),No,No,No,9,"100,000",,Male,Idk,
8/9/2024 10:51:07,United States of America,,,,,,,,,California,Sacramento,EIT,3,6,Bachelors Degree,,60,Junior Engineer,Full Time,Water Resources,Private,0,80000,N/A,N/A,,0,0,Yes and fully covered,10,0,42,Time and a half (1.5x),No,No,Yes,8,86000,,Male,0,
8/9/2024 11:32:00,United States of America,,,,,,,,,Arizona,Phoenix,PE,3,0,Bachelors Degree,,50,Civil Project Engineer,Full Time,Land Development,Private,7,93500,160,75,,70000,0,Yes and fully covered,15,3,42,Not compensated (Exempt),Yes,No,No,4,112000,,Male,0,
8/9/2024 13:15:06,United States of America,,,,,,,,,Oregon,Hillsboro,PE,0,0,Masters Degree,,5000,Traffic Engineer,Full Time,Transportation,Public,4,110000,N/A,N/A,,200,0,Yes but I still pay a premium,24,5,20,Time and a half (1.5x),No,No,Yes,10,150000,,Male,Just OR FMLA,
8/10/2024 21:58:23,United States of America,,,,,,,,,Pennsylvania,Philadelphia Metro Region,EIT,0,6,Bachelors Degree,,100+,Transportation Engineer,Full Time,Transportation,Private,2,80000,N/A,N/A,0,0,0,Yes but I still pay a premium,15,2,40,Time and a half (1.5x),No,Yes,No,7,90000,,Male,0,
8/11/2024 12:15:34,United States of America,,,,,,,,,Texas,North Texas,EIT,0,14,Bachelors Degree,,3500,Engineer,Full Time,Water Resources,Public,2.5,91000,N/A,N/A,,0,0,Yes but I still pay a premium,30,2,50,Not compensated (Exempt),Yes,Yes,Yes,7,"120,000","Overtime is not typically required (40 hours is minimum), but I work extra to avoid the consequences of putting off work. We had a lot of human capital disruption the last few years, and this provides many opportunity internally; including  a large variety projects I can get involved with that I might not otherwise in the private sector. I put in effort to be extremely knowledgeable about the projects in my sector and issues we're facing supporting them. This has paid off with credibility and additional flexibility with my work. I also have skin in the game as a rate payer.",Prefer not to say,240,
8/11/2024 15:42:25,United States of America,,,,,,,,,New York,New York City,EIT,0,3,Bachelors Degree,,500,Project Engineer,Full Time,Construction/Field,Private,4,100000,N/A,N/A,5000,0,0,Yes but I still pay a premium,17,0,43,Not compensated (Exempt),Yes,No,No,6,130000,,Male,480,
8/11/2024 18:32:28,United States of America,,,,,,,,,Idaho,Idaho Falls,EIT,0,3,Bachelors Degree,,200,Project Engineer ,Full Time,Water Resources,Private,1,73500,N/A,N/A,1000,2500,0,Yes but I still pay a premium,15,2,40,Time and a half (1.5x),No,Yes,No,7,80000,,Male,40,
8/11/2024 19:09:18,Canada,,,,Manitoba,WPG,PE,,,,,,,,Bachelors Degree,,20,Civil Engineer,Full Time,Government/Municipal,Public,2,100000,N/A,N/A,,5000,2000,Yes and fully covered,7,1,40,Straight time (1.0x),No,No,No,5,120000,,Prefer not to say,none,
8/11/2024 20:23:26,United States of America,,,,,,,,,Massachusetts,Boston,PE,0,0,Masters Degree,,5200,Civil Engineer VI,Full Time,Bridges,Public,13,119000,N/A,N/A,0,0,0,Yes but I still pay a premium,33,5,37.5,Time and a half (1.5x),No,No,No,10,200000,,Female,,12 weeks
8/11/2024 21:00:09,United States of America,,,,,,,,,Washington,Seattle,EIT,12,4,Bachelors Degree,,850,Construction Manager,Full Time,Construction/Field,Private,10,98000,N/A,0.85,,0,0,Yes and fully covered,20,0,40,Straight time (1.0x),Yes,No,No,7,120000,,Male,240,
8/12/2024 15:32:51,United States of America,,,,,,,,,Utah,SLC,PE,0,2,Masters Degree,,2000+,Civil Engineer II,Full Time,Transportation,Public,8,97000,N/A,N/A,7000,1000,0,Yes but I still pay a premium,12+12,2,40,Not compensated (Exempt),Yes,Yes,No,7,130000,,Male,not sure,
8/12/2024 18:44:29,United States of America,,,,,,,,,Massachusetts,Boston,EIT,0,3,Masters Degree,,More than 5000,Engineer 3,Full Time,Geotechnical,Private,2,83000,N/A,100,,1500,0,Yes but I still pay a premium,15,3,40,Straight time (1.0x),No,No,Yes,8,90000,,Male,Not sure,
8/13/2024 11:16:23,United States of America,,,,,,,,,Texas,San Antonio ,PE,1.5,3,Bachelors Degree,,"2,500",Civil Aviation Engineer,Full Time,Aviation,Private,3.5,79000,N/A,85,2000,0,0,Yes but I still pay a premium,20,0,40,Straight time (1.0x),Yes,No,No,6,"$85,000",,Female,,"You need to buy into short term disability and use whatever hours are in your leave bank before FMLA, so nothing besides FMLA if you don't plan for it"
8/13/2024 11:35:04,United States of America,,,,,,,,,Washington,Bellevue,PE,0,80,Bachelors Degree,DOWL,538,Project Engineer,Full Time,Transportation,Private,6,120000,180,90,,10000,0,Yes and fully covered,10,3,45,Not compensated (Exempt),No,No,No,8,135000,,Male,240 hours (only kicks in for second half of 12 consecutive weeks of leave),
8/13/2024 19:29:06,United States of America,,,,,,,,,Texas,Dallas,PE,0,3,Masters Degree,HKS,1600,Project Manager,Full Time,Structural,Private,16,120000,N/A,N/A,,20000,0,Yes but I still pay a premium,20,3,45,Not compensated (Exempt),No,Yes,No,7,150000,,Male,120,
8/13/2024 19:50:24,United States of America,,,,,,,,,Missouri,Kansas City,PE,6,6,Bachelors Degree,Federal Aviation Administration,30000,Civil Engineer,Full Time,Transportation,Public,15,126500,N/A,N/A,0,2000,0,Yes but I still pay a premium,32,3,40,Straight time (1.0x),No,No,No,8,150000,no,Male,400,
8/14/2024 9:14:15,United States of America,,,,,,,,,Tennessee,Knoxville,PE,0,3.5,Bachelors Degree,,600,Civil Engineer,Full Time,Land Development,Public,12,110323,N/A,115,,15000,0,Yes and fully covered,21,2,45,Straight time (1.0x),No,No,No,9,150000,,Male,80,
8/14/2024 9:18:07,United States of America,,,,,,,,,New Jersey,Fairfield,PE,0,3,Masters Degree,,20,Project Engineer,Full Time,Bridges,Private,7,110000,50.5,N/A,,7500,0,Yes and fully covered,15,2,45,Straight time (1.0x),Yes,No,No,7,135000,,Female,,480
8/14/2024 15:57:49,United States of America,,,,,,,,,Georgia,Savannah,EIT,0,3,Bachelors Degree,,500,Designer 3,Full Time,Land Development,Private,3,77000,160,95,2,7500,0,Yes and fully covered,20,0,42,Not compensated (Exempt),No,No,No,8,100000,,Male,0,
8/14/2024 16:13:27,United States of America,,,,,,,,,Alabama,Birmingham,EIT,0,5,Bachelors Degree,,3500,Assistant VDC Manager,Full Time,Construction/Field,Private,1,70000,N/A,N/A,3000,0,0,Yes but I still pay a premium,10,0,40,Straight time (1.0x),No,No,No,9,"85,000",,Male,40,
8/15/2024 21:58:04,United States of America,,,,,,,,,Arkansas,Fayetteville,PE,0,4,Bachelors Degree,,15,Project Manager,Full Time,Land Development,Private,20,85000,165,N/A,0,0,0,Yes and fully covered,21,0,45,Not compensated (Exempt),No,No,No,5,120000,,Male,2 weeks,
8/16/2024 6:47:38,United States of America,,,,,,,,,Texas,Austin,PE,0,20,Bachelors Degree,Kimley-Horn,7000,Project Manager,Full Time,Land Development,Private,8,120000,N/A,94,,5000,120000,Yes and fully covered,30,0,50,Not compensated (Exempt),No,No,No,4,100000,,Male,80,
8/16/2024 8:12:02,Canada,,,,Ontario,Windsor,EIT,,,,,,,,Masters Degree,,30,CIVIL ENIGINEER EIT,Full Time,Construction/Field,Private,1,40000,CAD 23/hr,N/A,0,0,0,Yes and fully covered,15,0,40,Straight time (1.0x),Yes,No,No,6,60k,,Male,0,
8/16/2024 23:42:20,Canada,,,,Alberta,Calgary,EIT,,,,,,,,Bachelors Degree,,800,Civil EIT,Full Time,Water Resources,Private,0,72000,N/A,N/A,,0,0,Yes and fully covered,25,2,40,Straight time (1.0x),Yes,No,No,4,80000,,Male,n/a,
8/18/2024 16:45:39,Canada,,,,Ontario,Sarnia,EIT,,,,,,,,Bachelors Degree,,10,Civil/Structural EIT,Full Time,Land Development,Private,1.3,70000,76,95%+,,0,0,Canada health insurance is not required but dental and vision care insurance is provided ($3000/yr),13,0,40,Time and a half (1.5x),Yes,No,No,5,90000,,Male,Not sure,
8/19/2024 15:39:05,United States of America,,,,,,,,,New Mexico,Albuquerque,EIT,0,8,Bachelors Degree,,150,Engineer Intern,Full Time,Transportation,Private,3,79000,N/A,N/A,2000,1000,0,Yes and fully covered,30,1,40,Straight time (1.0x),No,Yes,No,9,105000,,Male,80,
8/20/2024 0:31:05,United States of America,,,,,,,,,Wisconsin,Madison,EIT,0,4,Bachelors Degree,,100,Engineer 2,Full Time,Construction/Field,Private,2,75000,35.75,N/A,,3000,0,Yes and fully covered,15.6,2,41,Straight time (1.0x),No,No,No,9,85000,Work life balance and a good supervisor cannot be understated,Male,"unsure, ~2 weeks?",
8/20/2024 15:54:51,United Kingdom,Yorkshire and the HUmber,Leeds,No,,,,,,,,,,,Bachelors Degree,,"26,000",Site Engineer,Full Time,Bridges & Highways,Public,3,37000,N/A,N/A,,0,0,Yes but I still pay a premium,28,0,42,Shift Uplifts & Straight Time ,No,No,Yes,8,"42,000 +",,Male,Unsure ,
8/21/2024 5:07:07,United Kingdom,West Midlands,Birmingham,No,,,,,,,,,,,Masters Degree,AtkinsRealis,30000,Civil engineet,Full Time,Transportation,Private,8,49000,N/A,N/A,,2500,0,Yes but I still pay a premium,25,24,40,Straight time (1.0x),No,No,No,7,55000,,Male,160,
8/21/2024 17:12:37,United Kingdom,Scotland,Glasgow,No,,,,,,,,,,,Masters Degree,Jacobs,"60,000",Highway Engineer,Full Time,Transportation,Private,6,38200,50,100,0,0,0,Yes but I still pay a premium,26,3,40,Not compensated (Exempt),No,No,No,7,50000,,Male,unsure,
8/22/2024 9:47:05,United States of America,,,,,,,,,Montana,Bozeman,None,0,10,Bachelors Degree,Barnard,300+,Project/Field Engineer,Full Time,Construction/Field,Private,3,135000,N/A,N/A,,40000,0,Yes but I still pay a premium,20,0,50-70,Not compensated (Exempt),Yes,No,Yes,7,175000,"You travel all around the country, where the work is. Not great work life balance but high pay with mega bonuses. Limited work life balance since you travel job to job. Construction can be very rewarding work. Great to understand both sides of the work. ",Male,2weeks,
8/22/2024 14:06:51,United States of America,,,,,,,,,Texas,Dallas,None,0,18,Bachelors Degree,Kimley-Horn,7500,Civil Analyst (P1),Full Time,Transportation,Public,0,82000,125,96,2000,7000,0,Yes and fully covered,15,1,48,Not compensated (Exempt),No,Yes,No,9,180000,,Male,0,
8/22/2024 20:09:37,United States of America,,,,,,,,,New Jersey,Rockaway,PE,0,0,Masters Degree,,40,Environmental Engineer,Full Time,Environmental,Private,0,97000,N/A,N/A,,7000,0,Yes and fully covered,15,1 or 2,40,depends on the project,No,No,Yes,8,"150,000",,Male,unsure,
8/22/2024 20:27:09,United States of America,,,,,,,,,Indiana,Fort Wayne,PE,5,6,Bachelors Degree,,850,Civil Engineer 2,Full Time,Construction/Field,Private,8,91000,N/A,N/A,0,0,0,Yes but I still pay a premium,20,0,45,Straight time (1.0x),No,Yes,No,7,107000,,Male,80,
8/22/2024 20:41:28,United States of America,,,,,,,,,Georgia,Atlanta,EIT,0,4,Bachelors Degree,Transystems,"5,000",Structural Engineer 1,Full Time,Bridges,Private,2,69000,N/A,N/A,0,0,0,Yes but I still pay a premium,12,3,30,Not compensated (Exempt),Yes,No,No,1,80000,,Male,0,
8/22/2024 20:56:05,United States of America,,,,,,,,,Texas,Dallas,None,0,0,Bachelors Degree,,525,Civil Engineering Graduate - Hydrology/Hydraulics,Full Time,Water Resources,Private,0,72000,N/A,N/A,3000,0,0,Yes but I still pay a premium,120 (40 + 80),2,40,Not compensated (Exempt),No,Yes,No,9,95000,"My team within the company in particular is extremely friendly and supportive. Everyone I’ve met is very knowledgeable and eager to provide guidance to anyone of any level. Overall I don’t think my compensation is anything special (granted, as a new grad without an EIT, I feel honestly over compensated), the vibe and cooperation and some work with public entities (TxDOT, counties, etc) make my role feel very fulfilling. The company has also recently been making strides towards actionable goal setting which although strenuous on management, does outline lower roles attainable and measurable goals with the ultimate outcome of promoting them.",Female,,Not sure
8/22/2024 21:02:45,United States of America,,,,,,,,,California,Oakland,None,8,4,Bachelors Degree,Parsons,15000,Associate Civil Engineer,Full Time,Transportation,Private,2,79000,N/A,100,0,0,0,Yes but I still pay a premium,20,5,40,Time and a half (1.5x),No,No,No,9,90000,Feel like my pay is only okay but I love my job!,Male,160,
8/22/2024 21:03:22,United States of America,,,,,,,,,Ohio,Dayton,PE,0,14,Bachelors Degree,,90,Senior Engineer,Full Time,Government/Municipal,Public,7,90000,N/A,N/A,,1000,0,Yes and fully covered,25,0,40,Not compensated (Exempt),No,No,No,9,110000,,Male,0,
8/22/2024 21:32:51,United States of America,,,,,,,,,North Carolina,Asheville,PE,0,6,Bachelors Degree,,150,Project Manager,Full Time,Land Development,Private,17,115000,165,85,3000,5000,0,Yes and fully covered,20,2,45,Straight time (1.0x),No,No,No,7,135000,,Male,0,
8/22/2024 23:46:30,United States of America,,,,,,,,,California,Artesia,EIT,0,10,Bachelors Degree,,50,Project Manager ,Full Time,Construction/Field,Public,5,90000,N/A,N/A,0,5000,0,Yes and fully covered,40,2,40,Not compensated (Exempt),Yes,No,Yes,8,145000,,Female,,NA
8/24/2024 12:35:11,United States of America,,,,,,,,,Texas,Dallas,EIT,0,0,Bachelors Degree,WSP,66500,EIT Traffic Engineer,Full Time,Transportation,Private,0,77,N/A,95,,0,0,Yes but I still pay a premium,20,5,40,Straight time (1.0x),No,No,No,9,80000,,Male,0,
8/25/2024 20:42:52,United States of America,,,,,,,,,Florida,Port Charlotte,None,0,4,Bachelors Degree,,500,Project Engineer,Full Time,Construction/Field,Private,0,77000,N/A,N/A,,3000,0,Yes but I still pay a premium,25,0,45,Not compensated (Exempt),No,No,Yes,8,85,,Male,?,
8/25/2024 20:46:11,United States of America,,,,,,,,,New York,New york,PE,3,0,Bachelors Degree,,120,Senior PM,Full Time,Water Resources,Private,8,165000,220,84,,25000,0,Yes but I still pay a premium,15,2,45,Not compensated (Exempt),Yes,No,No,6,175000,,Male,40,
8/26/2024 0:09:10,Australia,,,,,,,Victoria,,,,,,,Bachelors Degree,,350,Experienced Civil Engineer,Full Time,Transportation,Private,5,98800,N/A,85,,0,0,No,30,4,40,Not compensated (Exempt),No,No,No,7,120000,,Male,675,
8/26/2024 1:29:16,United States of America,,,,,,,,,Washington,Seattle,PE,4,4,Bachelors Degree,,3,Civil Engineer,Full Time,Land Development,Private,16,115000,165,95,,3000,0,Yes and fully covered,15,2,46,Straight time (1.0x),No,No,No,8,145000,,Male,Unknown,
8/26/2024 3:43:03,United States of America,,,,,,,,,Virginia,Reston,EIT,0,18,Bachelors Degree,Kimley-Horn,7000,Analyst,Full Time,Land Development,Private,2,88000,N/A,96,2500,4000,0,Yes and fully covered,16.75,1,46,Not compensated (Exempt),Yes,No,No,4,100000,,Male,80,
8/26/2024 6:31:53,United Kingdom,London,London,No,,,,,,,,,,,Masters Degree,,18000,Permanent Way Engineer,Full Time,Transportation,Private,5,40810,N/A,N/A,,600,0,Yes but I still pay a premium,33,3,37.5,Time and a half (1.5x),No,No,No,6,50000,"Sick pay is not limited. Good culture but barrier to promotion without chartership impacts salary. Even then, don't think you get much of a bump.",Female,,
